,Statements,Label
281,Xumaan cad oon ganbasho lahayn inaad dadka la wadaagto ma sahlana hadaad garato muqalkan inaad kasaarto waa alx oo waa arin kuu wanaagsan koley channelkan manta iigu danbaysa aniga ≡ƒæÄ≡ƒæÄ≡ƒæÄ≡ƒæÄ,1
282,Waaryaahe waamaxay waxan aad nahorkeentay inkaari kugu dhacdaye miyaanad ibna aadan ahayn maxaad sidaa noogugashay ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡waan kudaawanjiray waxaanan kusoobiiray marki aad daahir isqabateen waxaan isdhahay wiilkaan ladulmaayo taageero unoqo ilayn masbaad tahay waxba kaala laaban maayo lkn hadaa iigukaa dambaysa dardaaran jananka kasaar waxa waayo dadbaa kudaawada),1
283,Subhannalah ≡ƒÑ║≡ƒÑ║≡ƒÑ║,1
284,War aaway damirkini   fidiyowga dislakkiisa halasiiyo,1
285,Babajay horta ilmo ciyala ma tihid waxad thy nin xas iyo carurle miyaad xita in yar oo xishod ah kugu jirin hadhaw ayaad meshan nola soo fadhisani dintaa wax badan kama aqanii ee somaliyay rali iga ahaa daa in aad xumanta iyo fusuqa aad fafiso maxaad ka faidaysaa war ku dayo saxibka jacko oo noqo nin xumanta ka fogadaa hadhaw ayaad ilinti yarayd ee beenta ahayd iska dadini oo ad oo dhan waxan ahay miskin curyan ah bariskayga xalkan ayaan ka dhacsadaa ader hadaba waan ku baranay berjilic dambana naga heli maysid . Warciyalkaga maad uu oo gashahay inay ku daydan tan lunsan ilhy waxan ka baryaya inusan ku racin ciyalka adiga .,1
286,Subxanallh Subxanallh isgana dhamini,1
287,"babajey maxaa ka qaldan subxana, alllh≡ƒÿí≡ƒÿí≡ƒÿí",1
288,Shakhsiyad dahabiya ayay leedahay ilaahay ha soo hanuuniyee ≡ƒÆÿ≡ƒÑ╢,1
289,Subxaanalaah boqorada buu leeyayhay ilaah kabaq baabajay,1
290,Subxanallah war lacagtu yay meel walba kaa galin ilahay ha soo hadeeyo gabadhana,1
291,Waxaa aad sameneso baba waa qalad totally,1
292,SubxanaAllah yaa Rabbi  Ilaahay haku soo hanuuniyo walashay   Allahumma Aamiin Aamiin Aamiin,1
293,Subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah,1
294,Ninkan wuu waashay Umada Halaga Qabto Faaxishada Faafinaayo,1
295,Xayeysiis ka Naagtan iyo dhaqan xumada YouTube kada,1
296,Babajey ilaah kabaq waa qalad,1
297,Shalay mursade garabkada ahaay lkin hada cadaw kaada waaye by≡ƒÿí,1
298,Ala haku so hanuuniyo,1
299,Subhanallah ma view ayd ku radsanysa wlalow,1
300,Baba jeey saan maa kudanbesay aallah xaqaa haa ku tusoo,1
301,Subxanallah,1
302,subxanallah,1
303,Subxana Allah,1
304,"Subxaanallh Baaba jey wll mxaa kaa khaldana maadan illhigii ku,abuurtay kabaqynin mxey tahy xumaanti ayaadba caadi ka dhigysa ee",1
305,Babab jeey nagama xishoonin wlhi uffff waxaan soo dhiseesid naga daa ufff waxaan cml waa wax laga xishoodo,1
306,Akhii Aabo ayaa tahay Ciqaab waxaa kugu filan lugtaa ku waan qaado wax yabaha aad. Shilinka ka raadi neeso ka fiirso ilmaha sun ha siin ilaah Kabaq War aduun yadan waa lagataga.,1
307,SUBXAANA LAAH BAABA JEY ALLE KA CABSO WAXAAN WAA WAX XUN ADUUN IYO AKHIRO UMA ROONA EE WALLAAL KABIXI ALLE DARTII,1
308,Subxanalllh war illhy ka baq baabajeey waxan mesha kazaar dhqanxumo baad sooo gudbisay,1
309,Alle ha soo hanuuniyo,1
310,Subxanalaah ilaahayow risiq xalaal ah,1
311,Allah haka qabto sharta aad dadka uso kudbineyso xumaanta aad fafineyso adiga ku koobnaan,1
312,War allah ka baaq qof weyn batahaye xumaanta aad faafiineyso joojii dislike ≡ƒæÄ hala dhaho asxaabey video gan allah dartiis,1
313,Baba waxaan waa qalad in aad dadka lahortimaadid aad dadka kugu xeran waalid iyo walaalaba aa caadi ugu dhiltid . SUBXANA ALLAH. ALLOW NA HANUUNU!!!,1
314,Ninyow ilaahey hakau soo hanuuniyo. Nin xanuunsan aad tahay ilaahey u dhawow,1
315,Baabajeey xumaanta iyo dadka xun wax fiican dadka ha uga dhigin.,1
316,Babjy waxa dhahdaa supkrabka isara anagana waan ku qimeynaa adna nama qimeysid sidaan maku sii socondonaaa waa iga talo dadkaan ad mesha ku sooxareysatay yeeykaa kalayacin ani somali waan aqanaye waa dad din leh oo dhaqnka xun qofna ka qadan xitaa fanaan kama qadaan saa waa adigoo waxna lagaa faa ideynin ee dadkaga haka dhex bixin rali galina ka soo bixi walasheyna ilahey hasoo hanuuniyo wareysi iyo in lasii qod qodo uma baahna magacedaa daliil u ah,1
317,5:47 na qalad bad fahantay markay dadku abuurkaga ku jesjesan ba hadalkoda waxba laga so qaadin qof ku dhahaya is astur wad ku qasbanthy inad warkisa qadatid kaso gudub alaaah alaaah na hade wa alaaaah ilaheygii ku abuuray nayaa nayaaa hade alllh maxad la hortagin ilahey cuqubo kugu rid only fans gormu noqday wax lagu faaaano dintada shakinaba ku jira maxad wax sadeqyasata ma ogtahay kalia qofka salada ka taga in la uiri hadu wanaag sameyo in laga so qadayo boor on laga abalmarinayni na allh ka baq subxanaalll,1
318,Subxanallah may Allah guide both of you,1
319,Please ninkan report Ku qabtaa Allah darteed ajer Wan ka heleena,1
320,Baaba jeey ilaahey usolaabo waad gafatey sheyadaamadaas k carar,1
321,Allow soo hanuuni,1
322,Gabdhaha soomaliyeed ee sharafta leh waxan ka codsanayaa in aysan kudayanin dhaqan bi is dabaal iyo waxa aan diin leheyn oo ay San searching ku samayn only funs-ka ay ka hadlayaan kuwaan waalan kawaan tooba wllyal oo future xumo adduunyo iyo aakhiro haka dhaxlina   Thank you my dear sister,1
323,Thank you my dear brother Alle ayaa xumaan ka nasahan waan is ilaalin doona inshllh Alle hana ilaaliye,1
324,Baaba jey acuudu bilah meelxun ayaa views karaadisay Ilahay kabaq ilahay kabaq gabdheehna xijaaban ayaa meel xun ugu dhacaday Ilahay cafis weydiisoooooooooooooo,1
325,Baabajey ilaahay u toobad keen oo muuqaalkaan meesha ka saar,1
326,Subxanallaah Baba jeey Naftaan mel ma jirto ogow Xisaabta Akhira ka Daran Shilinka aad ka helaysid mida kale Cafimaad baad wadankaan u tagtay Dambina waad ku jirtaa Maxaad Alle swt ka filaysaa Baba jeey Inaga kugu Xiran Xaraanta Raali kama Nihin Xaqiiqdii wanaag baan kugu so raacnay Balse hada Arintan joojin weydo waan ka gurnay ogow Sababto ah Inagu Dad Muslin ah baan Nahay Soomaali baana kasii nahay Diinteena Iyo dhaqankeena waxa Ku bananeen Fadlan hayno so dhigin Subxanallaah Allow na Astur Iyada Iyo Anagaba Naso Hanuuni balse Ceeb weeye in aad wareysato Salaamad ka Saar Walaalow,1
327,Walaal waad la talisay waxna waad usheegtay ilaahay ha ku barakeeyo,1
328,Subxanaallah war baba jeey niin weeyna waad taxay maad umadaa wax fican oso guudbisiid o illahy ka baaq,1
329,Waxani waa dambi ee maxaad u faafinaysaa . Waa dhaqn xumo kasoo horjeeda diinta iyo akhlaaqda. Waar subscribe kala noqda,1
330,Suxbanlh wlh iida cml kudayan karo Waxaan oo dhagesanaayo hadlakeda ilhy haso hadeyo Waxaan oo kle in Laso gudbiyo ma eheen akshey mar waxaas cml so gali war ilhy ka cabsada,1
331,Subxanallah allha soo hanuunsho,1
332,team wa shamsi an u hiilino diintena ukana so horjeesano xumaanta la fafinyo an ukacno diintena report dhaha ukuna turjuma inydan waxn rali ka ahyn,1
333,Ilhy ka cabso xumanta aad faafinysaan umda kadaaya waxaad ogaan doontaan ooo aaad ogaandontaan maanta maalin aaan ahyn ≡ƒÖé≡ƒÖâ,1
334,Allaha soo hanuuniyo walaasheen .......,1
335,war waxan iska saar subhanallaah maadan qof muslim ah ahayn maxa xumanta u faafin,1
336,Illahay haso hadeyo Weli wng wu ku jira Qalbigedii Alle Wadada saxda ah ha u ifiyo Dadow Diintu wa naseexo nimanka io nagaha aflagadada Meesha la tagan Alle haso hadeyo wa adon Lunsane Allow u gargar zupxanallah Aakhiru saman Ya rabi adoontada Naxariis io iiman sadiqa Sii una qabooji qalbiga Zupxanallah mustaqbalka inankaga wey sameyneysaa Lkn Alle Haku so hadeyo ≡ƒÑ║,1
337,Akhas ≡ƒñ«≡ƒñ«≡ƒñ«ilaahay ka baqa,1
338,Warya ilahay ka cabso oo dinta no ilalii,1
339,Somaliyey idinka dadka Ka waala wad dawaneysan waxna wad Ka shegaysan ee Qofka inaad caydan ama wax Ka shegtan waxa Ka fican inad u duceysan oo dhahdan illahay haso hanuuniyo marka idinka illahay ma tihine illahay Ka baqa   Illahay hakuso hanuuniyo anagana Sido kale illahay hanaso hanuuniyo ≡ƒñ▓,1
340,Babajeey waxaad dhiragalineysaaa xumanta eee ilaah kabaq,1
341,She is clever woman may Allah swt guide her ≡ƒÖÅ,1
342, abaayo kudadaal wax dadka qanciya inaad kudadaasho waan huba dadka ayagaa kuguso daadan doona,1
343,Illaahay waa ilaaliyada idinkuna kudhex jira shirkiga waxaas waa somali illaahay kafogaatay o daalimiin ah oo qurbaha intey tageen aduunyo yar kubadashay imaankii iyo islaamnimadii allow so hanuuni,1
344,Subxanallaah meshaan waxa lagu faafinayaa diinta gaalada iska jira illaahay ana bad baadiyo midka so qorayn rabi imaanka iyo islaamnimada hakuso celiyo,1
345,Guulayso walal Sharma Boy 5ta Somali weey ku wadata,1
346,Liibax liibax dhalay sharam boy like dheeha inati igu racasan,1
347,Legend Sharma boy,1
348,doqon baa tahey aan laga doqonsanen afkaga maxa hooyo garsiyey.,1
349,wll hoyo mesha hakenin hoyo wa hoyo cay maistahisho,1
350,Daahir waa fariid,1
351,Sxbkey waxas inta ka baxdid nabad qaado sxb,1
352,@Nimco Dahir Jisakalaah sxb.I saarnoo ≡ƒÆò,1
353,Sharmo boy walhy nin raged ayaad tahay wll qaali fron somlind waliba no kalay wanu ku tagernye waliba wanu ku jecelnhy hore u soco nin bad tahay jire ale haku xifatiyo,1
354,Warya alihiis ala yahay war somaliyey nine ciida kama dhalan ninkas weyn ba qabyalad iyo quran dashataye wiilkan walalkiis yusan idinku dirin,1
355,Allah hawnaxariisto sooraan u duceeya,1
356,Ilhy ha u naxaristo,1
357,Ilaahay ha unaxariisto janatul firdawsana Allah haka warabiyo aamin ya rabi,1
358,Aaamiin yaa alllaah,1
359,Aamiin Yarabi,1
360,Amiiin yaa alaah,1
361,yarka deeq darajo ladhaho wlhi wa wiil fcn masha allah qabka qadarinta mudan u u hadlayo sxb horay u soco≡ƒÖÅ≡ƒÖÅ≡ƒÖÅ,1
362,Sharma legend no one Åwaxku dhimi kara male dadkaan nolosha ka dhacay adiga hadal hayntaaday lacag ku helaan,1
363,War alle ka baq maxa qorikeney mesha waa nin somaliyeed oo dhulkiisa jooga,1
364,War wabiilka iskadaa,1
365,Sharma zhp caqli baa kugu dhan keep going,1
366,sharma waa sharma boy waa star marnaba no hoos,1
367,Walahi waa geesi odey 60 jir ah meel iska saarey qofka libintiisa waa looqiraaa.,1
368,ZHARMA MAHA WIIL QABIIL  ZHANTA XIDIG ZHABEELKODI WEYE ZHEEKADA LA SHURAYSAN SHABAQ XUN HAKU GALIN SHARMA BOY GUUL≡ƒææΓ¥ñ,1
369,Hanolado sharma boy inta nolol jirto my pro,1
370,Sharma war caadi maihid sxp keep going,1
371,Soo joog laga wayo soo jiif baa laga helaa hhhhh sharmo big legend big time beento ma raagto zxb xaqa ma daho waa lagu dulmay lakiin lakiin waxan ku farxsanay sidaad tageyashad ugu muujisay inaad tahay fanan somaliyeed guulayso zxb hore ubsoco odaygan intaas jome work ha u qaato gudoomiyuhu j ≡ƒÿüsharmo well down ≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæî≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì,1
372,Sharma boy aniga wajecelhay inaanoqdo fanan,1
373,Sax wlhi waa wiil fican sharma qabilna ma Uma hadlin ee ninkan wey ee qabiile waashey allaha ka qabto qabil ma rabno somali Samali baa leh viv sharmo,1
374,LeGEND Baad Thy Zxp,1
375,Dahirow sxb iska cafi   mustaqbalkisa haka bur burin plz,1
376,Ha cafin markii horepa kani qof ilhay caasiyay bu aha shuupaa Dhasheee ≡ƒûò≡ƒÅ╝,1
377,Aabow dahirow Anaka dhan aa ku baryeeno u celi channel kiisa gaf waa dhacaa gadaal malo raaco Alle rali haka noqdee u celi pls Alle dartii ugu celi channel,1
378,Ka qaleey lkn oday taaaj madaxa ku dhufo,1
379,Wilka talent ayu leyaxay iskadaf,1
380,Wll sharma waa geesi waan rag si raganimo leh buu uhadlay hadanu reer muqdisho nahy sidii baanu wali kuu jecelnahy,1
381,Pls wiilka cadowgisa Ha u jibin Adeerow,1
382,SHARMA BOY AF SOMALI WAA YAQAN IYO RAGA SIDA LO XALIYO WLLHI RAGA WAD XALI KARTA SHARMA BOY PRO DAHIR ALASOW KEEP GOING Γ£î,1
383,Dahir Cfz Wiilka waa istiinka dalkee Hees Galmudug lee haso qaaado,1
384,iska cafi waa raganimee,1
385,Dahirow tagero iyo ehelba wakunahay lkn walalow cunugaasyer plz xaniyaha qaban plz iskadaa ilaah kabaq ha siiceebenin iska daa wiil yer waye,1
386,War daahir waaa dowlad qaran War ninkan waaban jeclaaday hore usoco,1
387,Ilahay kabaq iska cafi wiilka yar asagi haka rebin,1
388,Iska cafi rag waa is qabtan waana ley cafiya,1
389,Waan cafinay,1
390,Iska cafi daahirow cafiska wax ka wangzan malahe ≡ƒÑ░,1
391,Kawareji sharmo cadaw gisa hanolado nin raged matahy abo,1
392,Nin raga waa kii qaladkisa qirta ee cafi wiilka from h.g Γ¥ñΓ¥ñΓ¥ñΓ¥ñΓ¥ñ,1
393,sharma boy waa dhibane waana dhaawac maanta gaari ayaa la gadoomay adna veiws baa magaca sharma boy ku raadinaysaa aaway bini aadinimadii daahirow sharaf ma lihid sharaf ma lihide sharafta ilaahy hakaa qaado≡ƒÿô≡ƒññ≡ƒññ≡ƒÿô wiil somali ka dhashay oo aaN cabiN ma jiro sharma boy waa wiilka kaliya ee cadaan iyo madow Somali fankooda baray≡ƒç╕≡ƒç┤≡ƒûñ≡ƒç╕≡ƒç┤≡ƒûñ≡ƒç╕≡ƒç┤ Somalia ha noolaato≡ƒöÑ≡ƒöÑ≡ƒç╕≡ƒç┤≡ƒç╕≡ƒç┤≡ƒöÑ≡ƒöÑ,1
394,Daahirow sharma boy iska cafi waa codsi ka imaaday tagerayasha kugumaqaldamayo,1
395,Rag rag dhalay ayatahay,1
396,Sharma boy wa nin rag oo qaladkisa qirte marka iska cafi hada nahay team sharma boy,1
397,Nabada qaato wiilka daa waa qof jira sharma boy ha jiro ha joogo waxaan maqlay inuu shil galay ilahay ha u saqiro allahuma aamiin,1
398,Legend calasow,1
399,App dahirow ninka iska cafi alh kudhowree,1
400,Daahiroow aaku qabsano markaan biska dheh legend ayaatahay waana laguu qiray nabadoone ninka kula hadlaayo waa nin saleebaan ah cimamada ayaan kugu tuurnay,1
401,Waligay ma arag nin soomaaliyeed ciroole & dhalinyaro wiilkaas sida uu gartiisa u qaatay wiilkaas haditada qabiilkasta ee soomaaliyeed kuma arag sidaas rag nimadaas uu qirtay run ahaantii soomaali saas hadaan wada ahaanlahayn wadankeena nabad ayuu ahaan lahaa ≡ƒÖÅ≡ƒÅ╜≡ƒç╕≡ƒç┤Γ£àΓ£àΓ£à≡ƒç╕≡ƒç┤≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜,1
402,Legendary baa tahay sxb hoRe usoco,1
403,Ka qale ina abti,1
404,Wlhi caloosho ka hadlay ee iska daa,1
405,Is ka cafi ninka sxp shisharf ayuu ku la haf lay ninka daahirow ma suul,1
406,dahir calasow inaader wanku barya iska cafi plz hado qirtay inuu qaldamay iska daa wllkey mcne una sheeg inuu cod kuso dubo oo rali galin ah una sheeg hes galmudug inuu soqado dahir calasow geesiga Africa wan kugu fana hadan nahay hawiye gar ahan hg sacad saciid inatahay way catahay ≡ƒÖÅ≡ƒÖÅ≡ƒÖÅ≡ƒÖÅΓÖÑ∩╕ÅΓÖÑ∩╕ÅΓÖÑ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å≡ƒÆï≡ƒÆï≡ƒÆï≡ƒî╣≡ƒî╣≡ƒî╣≡ƒî╣≡ƒÑ░≡ƒÑ░≡ƒÑ░,1
407,Iska CaFih daHir,1
408,Ninka raka waa qaldamaa mar abbaha social midia inaa tahay wo cadeyay eee iska cafi,1
409,Iska cafi walaal waa wiil yar oo mustaqbal u bahanee qabiiladan baasna nagadaaya Somalinima naga badanee subxannallah≡ƒÿó≡ƒÿó,1
410,Iska Cafi taliye,1
411,Iska Cafu wuu fududaadey,1
412,war ninka wuu cabaday ee iska cafi oo chanelkiisa iska sii,1
413,Dhahiir calasow in cafiis waye,1
414,Wllo iskaday waa wil yar oo noloshisa qurux bdn haka xumenin,1
415,Lkn gabdaha magacoda miya cay noqday .SubxanaAllah ninka magacisa kuattack but please gabar magaceda cay maaha,1
416,Adna maxaa lagu dhahayaa abyo mcney,1
417,Dirisle abdi waa nin ixtiraam badan,1
418,SXB nin raga ah marnaba dumar haku tilmaamin,1
419,Ceb aye kugu tahy wil wllka ina magac gabdhed uku yerto,1
420,CK wlhi waa hogaamiye,1
421,Ani dirisle Abdi aan ku haysta,1
422,Libaax Ck waa ku tageeraa Hal arin iska ilaali hadii commantigan argato wax kale mahan Iska jir inaa faanto,1
423,Tageero koowaad ayaan kuu ahay,1
424,Waan ku taageersanahay CK,1
425,Haye wllo,1
426,Cana waxaan ku nacay faanka 1 million cadow baa laygu yahay war illahay kabaqa oo niman baad isku sheegaysaan dumarkaa idin dhaama maxay tahay raga is wada haysta war ka warama hadaad milyan neer ahaan la haydeen waxba ma haysaan ee isku xishoida,1
427,Welcome back king ck,1
428,"Ceeb xishooda   Labada nin walalo   Ee iska daaya daba orodka  Mida kale dagaal marku meesha yimaado waa dhex galaa, ciyaarta naga daaya",1
429,CK SXB FARTUUN ABDI WAA KA OY SIISAY WALAHI DHIIDA AYEEY KA TAAGAN TAHAY SXB EE GEB KASII NOOH CIYAAL MAAHIDEEE,1
430,Ajakis kabihi mesha videowga,1
431,Walal ck qof dhintay videoqga hasogalin illahey ha unaharisto Abdi muridi Ajakis,1
432,Dirisle qofkii la shaqeeyay iyo dadkii usoo gudbiyeen way ogaayen siday maskaakinta ucaawiyaan hargeisa meelaha ugu liita caawiyeen dhaqaalo badan bay ku caawiyen lacagna ma cunaan,1
433,Ck runta fiican dirisle isagoo dadka dhex galin ayuu hadane dadka la dhaqanka yaqaana adigu waligaa dadka ma la dhaqanty meel kugu soo dhaweeayyay,1
434,Dirisle & Ck cayda joji fartun wlshed miya,1
435,Wllo waa aduunyo ee ninkan wuu saamaxanyhy ee iska dhaaf jwptiisa aduu ka roonow niyohow,1
436,Hadal si kaftan iska dhahaysaa lkn ogoow malin aan manta ahyn in lagu waydiinayo qoom dhana lagu halaga rag dumar iska dhiga nin raga gabar haku tilmaamin,1
437,Cayda waa laga fiican yahay ee iska daaya,1
438,mashaa allaah king ck,1
439,Yaa dhihi karo ck ayaad daawaday mana qoslin,1
440,"Cayaal rer xamar hala tartamin, ck saliga safka hore uga kaca. Eeah calaaa",1
441,CK legend waa dhaaftey horey u soco,1
442,Sooraan iyo ajax kaleexo Allahaa unaxariistee,1
443,Asc walakay ck adi iyo Dirisle isdaya maanta wa adunyo beri na wa akhiro walal mcn alla kacasoo kalan roonada,1
444,sidaas waa laga fiican yahay,1
445,Hhh ck dadka walwalan mala xifal tame ina adero wilka wuu jiran yaha moda war bal ka qaley weynu qiirone iska daa ck legend waa walahi waaku wataa walahi gar io gardaraba,1
446,Ck abwe mcn marxuunka dhintay hasoo qadan,1
447,Dirsle uu kugu ciyar ciyara adina dhaab ka tahay. sxbow isku day inaad fahanto,1
448,Ck brother maseer iyo hormarkayga laga xunyahay please intaas ha odhane,1
449,Ajakis wuu dhuntey alah unaxriso video gisa haso qaadan bro,1
450,Kaftanka saas ma ahan ee iska daa,1
451,Sxb hore usoco,1
452,Waar waa runtiisoo waadigan maanta siliskii iska dhigee intaad taladiisa qaadato abti libintiisa qofka waa lasiiyaa sii,1
453,Bis waye Team Drisle an aha wan so goste Team CK kuso biire hali so dhaweyo,1
454,CK guuleyso sxb,1
455,is cafiyo fadlan,1
456,Kalmada kufsiga iska daa waxkale ku badal please,1
457,CK fartun wa magaceyda iidaa abowe,1
458,Wllhi ck yoow illhay hakuso hadeeyo,1
459,Waar waa naag wlhi wuxuu sxb keep going ck bro si umaad gelin wlhi from burco,1
460,Booto iska daa,1
461,War bal CK gaadhsiiya 2m wiilkaas wadna xanuun bu u dhiman doonaaye kkk,1
462,Ck nin maskaxdisa mglka ku joga,1
463,Legend keep going pro,1
464,Ck wlhi wn kuwataaa wd iga qoslisaa ale hakuubarakeyo cimrigaaga madaxaagana kor noloshaadoo dhan,1
465,Kkkkkkkkk wa furay manta walee fartun abdi yaa gacanaa utagay halaa ilowday hestuu asad faqdiid bag garoonka u ahaa u gadashisa ka dhelayey,1
466,Sxb yaab weyee,1
467,cumarow cunuga wuu kaa yaryehe kaleexo haduu alle kuu idmahayoo   agax,1
468,Sxb dirisle waan kula jiraa niyadda qeyr u sheeg,1
469,Ani adi camaal hadaan ahay xitaa uma jawaaben lkn adigaaba wax kadhigayba,1
470,Dirisle nin laga faani karo ayaad tahay sxb hire u soco,1
471,Ck legend,1
472,War ragg waa wayn ayaa tihiine isku xishooda,1
473,War balaayaa dhacday wuxu ma dumarbaa iyagaa yiraahda waa leygu dhaga hadlay gurigiin ba war rag waa ceebeyseen caku reer xan iyo dhaga hadal xaqa allaha idin tuso,1
474,Dadka dhintay ck ha is ticmaalin,1
475,Ck guul,1
476,Waxba kuma dexjiraan waa 1oo/o waye legend ck nolow,1
477,Ugu dar in Afrika u doontay Gabadh..Taas odayaasha halkan qurbaha wax ka waayay ayaa sameeya..adiga miyuu ku gaara,1
478,Wll ck ciyaalka iska daay ee horay uga soco pro kumaba gaarey masuul sare horay uga soco,1
479,Ck dadka qaniis maxa ugu cayda markasta nio qof weynba tahe kalmada iska daa wlhi hadii kale malintay soomali kugu soo jedsato magaca marka la maqlo ninka lagu xusad noqonaysa,1
480,xishoodka waa astaantiisa,1
481,Wan is guursanynaa imika nowdaa nowdaa,1
482,dirisle abdi wa level kale walhi,1
483,sxb ninka gabar kale ha uga hiilinin,1
484,Dirisle waa waa nin fiican wlhi,1
485,Sxb may tidal hasoo qaadan,1
486,Dagaal maficno waxan waa adunyo lagumawaaaraayo heshiya walaal,1
487,xawadka. maxukarawa asagamiya kusexanayo wawayawee iska.illali jibgadalyasha ayanta wesobaten isjir ck,1
488,Dirisle sxb wado fiican ayaan ku socotaa ku soco haka joogsan,1
